"","word","freq"
"complaint"",","complaint"",",2
"complet","complet",3
"complet"",","complet"",",2
"compliant"",","compliant"",",1
"compliment","compliment",2
"compon","compon",1
"compromis","compromis",2
"comput"",","comput"",",1
"con"",","con"",",1
"concret","concret",1
"condemn","condemn",3
"condit","condit",3
"condit"",","condit"",",1
"confid","confid",2
"confirm","confirm",3
"cong","cong",1
"cong"",","cong"",",1
"congotriofcorrupt","congotriofcorrupt",1
"congratul","congratul",7
"congress","congress",61
"congress"",","congress"",",5
"congressman","congressman",1
"congressmi"",","congressmi"",",1
"congresss","congresss",3
"connect","connect",44
"consid","consid",5
"constitu","constitu",1
"constitut","constitut",1
"constitut"",","constitut"",",1
"consult","consult",1
"cont","cont",1
"contact"",","contact"",",1
"contest","contest",2
"context","context",1
"continu","continu",1
"contribut","contribut",1
"controversi","controversi",4
"convent","convent",1
"convers","convers",4
"convict","convict",1
"copi","copi",3
"cor"",","cor"",",1
"corner","corner",3
"corp","corp",1
"corr"",","corr"",",1
"correct","correct",2
"correct"",","correct"",",2
"corrupt","corrupt",44
"corrupt"",","corrupt"",",1
"coruptionif","coruptionif",1
"cosi","cosi",1
"couldnt","couldnt",34
"counti","counti",1
"countri","countri",24
"countri"",","countri"",",2
"coupl","coupl",2
"cour"",","cour"",",1
"courag","courag",2
"cours","cours",1
"court","court",10
"court"",","court"",",1
"cover","cover",45
"cover"",","cover"",",2
"coverdubi","coverdubi",1
"covet","covet",7
"coz","coz",1
"cr"",","cr"",",1
"crazi"",","crazi"",",1
"cre"",","cre"",",1
"creat","creat",8
"creativ"",","creativ"",",1
"creatur","creatur",2
"credibl","credibl",1
"credibl"",","credibl"",",1
"credit","credit",2
"cricket","cricket",3
"crime","crime",6
"crime"",","crime"",",1
"crimew","crimew",1
"crisi","crisi",3
"critic","critic",7
"critic"",","critic"",",1
"critis","critis",1
"cro"",","cro"",",32
"crook","crook",1
"crore","crore",134
"crossloc","crossloc",1
"crowd","crowd",1
"cruelti","cruelti",1
"crux","crux",1
"csr","csr",1
"cudnt","cudnt",2
"cull","cull",5
"cultur","cultur",38
"cum","cum",1
"cun","cun",1
"currenc","currenc",1
"current","current",4
"currption","currption",1
"curs","curs",1
"cut","cut",4
"cut"",","cut"",",1
"cute","cute",12
"cuttoff","cuttoff",2
"cwl","cwl",1
"d"",","d"",",9
"daili","daili",8
"damag","damag",2
"damn","damn",2
"dar","dar",1
"dare","dare",1
"daretodeb","daretodeb",1
"darryl"",","darryl"",",1
"dart","dart",1
"data","data",1
"date","date",4
"datetimestamp","datetimestamp",1
"daughter","daughter",12
"day","day",11
"day"",","day"",",1
"de"",","de"",",1
"dead","dead",1
"deal","deal",1
"dear"",","dear"",",2
"death","death",2
"deathpenalti","deathpenalti",1
"debtsund"",","debtsund"",",2
"dec"",","dec"",",1
"decad","decad",1
"decemb","decemb",1
"decent","decent",1
"deci"",","deci"",",1
"decis","decis",2
"declar","declar",2
"declin","declin",1
"decod","decod",1
"dedic","dedic",9
"deep","deep",2
"defam","defam",3
"defam"",","defam"",",1
"default","default",2
"defeat","defeat",1
"defenc","defenc",5
"definit","definit",1
"deflat","deflat",2
"defraud","defraud",2
"dekhta","dekhta",1
"delay","delay",1
"deleg","deleg",1
"delet","delet",2
"delhi","delhi",25
"delhi"",","delhi"",",1
"delhii","delhii",1
"delhiit","delhiit",8
"delight","delight",94
"deliv","deliv",1
"dem"",","dem"",",1
"demand","demand",5
"demo","demo",12
"democraci","democraci",7
"democraci"",","democraci"",",1
"democrat","democrat",1
"demolish","demolish",1
"demon","demon",7
"demon"",","demon"",",1
"demonetis","demonetis",6
"demonetizationscam"",","demonetizationscam"",",1
"den","den",2
"deni","deni",4
"denial","denial",1
"depart","depart",1
"depend","depend",13
"depend"",","depend"",",1
"dependen"",","dependen"",",1
"dependentsrestartgoamin","dependentsrestartgoamin",1
"deploy","deploy",10
"depress","depress",2
"deregatori","deregatori",1
"describ","describ",3
"descript","descript",1
"description","description",1
"deser"",","deser"",",1
"deshdrohi","deshdrohi",1
"deshkishaanmodi","deshkishaanmodi",1
"deshkishaanmodi"",","deshkishaanmodi"",",1
"desper","desper",1
"despit","despit",1
"desrv","desrv",1
"destroy","destroy",4
"destroy"",","destroy"",",1
"detail","detail",2
"devast","devast",1
"develop","develop",5
"develop"",","develop"",",1
"developi"",","developi"",",1
"developm"",","developm"",",1
"developmentfeel","developmentfeel",2
"devot"",","devot"",",1
"dhabi","dhabi",1
"dhana","dhana",1
"dharma","dharma",2
"dharna","dharna",1
"di"",","di"",",3
"dicta"",","dicta"",",1
"dictionari","dictionari",1
"dictionari"",","dictionari"",",1
"didi","didi",2
"didi"",","didi"",",1
"didnt","didnt",4
"die","die",3
"diff"",","diff"",",1
"differ","differ",1
"differ"",","differ"",",1
"difficult","difficult",2
"dig","dig",1
"digest","digest",1
"digit","digit",2
"digitalsecureindia"",","digitalsecureindia"",",1
"digniti","digniti",1
"dilut","dilut",1
"din","din",1
"dint","dint",1
"dire","dire",1
"direct","direct",1
"dirti","dirti",2
"disagre","disagre",1
"disappoint","disappoint",2
"disast","disast",1
"disclaim","disclaim",1
"disclos","disclos",5
"discrimin","discrimin",2
"discuss","discuss",3
"disgrac","disgrac",1
"dishonour","dishonour",16
"dislik","dislik",1
"disput"",","disput"",",1
"disrespect","disrespect",1
"distinguish","distinguish",1
"distinguish"",","distinguish"",",1
"distort","distort",10
"distribut","distribut",2
"district"",","district"",",2
"disturb","disturb",2
"divid","divid",52
"divid"",","divid"",",10
"dividerinchi"",","dividerinchi"",",1
"dividerinchief","dividerinchief",75
"divis","divis",1
"divya","divya",1
"diwali","diwali",1
"dixit","dixit",1
"dobut","dobut",1
"doc"",","doc"",",1
"doesnt","doesnt",4
"dofinish","dofinish",1
"dollar","dollar",1
"domest","domest",2
"done","done",17
"dont","dont",42
"doom","doom",2
"door","door",2
"doubt","doubt",2
"downfal","downfal",1
"draft","draft",1
"drag","drag",2
"drainag","drainag",1
"drama","drama",1
"dramebaaz"",","dramebaaz"",",1
"dreadrestartgoamininggoaminingsavegoamin"",","dreadrestartgoamininggoaminingsavegoamin"",",1
"dream","dream",1
"drink","drink",1
"drop","drop",3
"dual","dual",1
"due","due",9
"due"",","due"",",1
"dug"",","dug"",",1
"dum","dum",1
"dump"",","dump"",",1
"durr","durr",1
"duryodhan","duryodhan",1
"duti","duti",2
"dutynot","dutynot",1
"dwell","dwell",1
"ear"",","ear"",",1
"earli","earli",6
"earlier","earlier",1
"earn","earn",2
"earth","earth",1
"easili","easili",1
"east","east",6
"ebuc","ebuc",1
"eco","eco",3
"econom","econom",9
"economi","economi",18
"economi"",","economi"",",1
"economist","economist",8
"edi"",","edi"",",1
"edit","edit",1
"edit"",","edit"",",2
"educ","educ",3
"educ"",","educ"",",3
"educatedread","educatedread",1
"effici","effici",1
"effort","effort",2
"egovernac","egovernac",1
"either","either",2
"elat"",","elat"",",2
"elect","elect",61
"elect"",","elect"",",34
"electioncommiss","electioncommiss",2
"elector","elector",3
"elev","elev",1
"els","els",8
"els"",","els"",",1
"emerg","emerg",2
"employ","employ",4
"employmentsgarudapuranam","employmentsgarudapuranam",1
"encourag","encourag",1
"end","end",2
"endors","endors",1
"enemi","enemi",1
"enemi"",","enemi"",",1
"energi","energi",2
"enga"",","enga"",",1
"engin"",","engin"",",1
"enhanc","enhanc",1
"enjoy","enjoy",1
"enough","enough",2
"enoughso","enoughso",1
"enthusiasm","enthusiasm",2
"entir","entir",3
"entranc","entranc",1
"era","era",8
"erstwhil","erstwhil",20
"escal","escal",2
"esp"",","esp"",",1
"especi","especi",1
"essayauthor","essayauthor",1
"essen"",","essen"",",1
"essenti","essenti",1
"esteem","esteem",1
"etc","etc",1
"ev"",","ev"",",5
"even","even",19
"even"",","even"",",70
"event","event",1
"ever","ever",5
"everi","everi",8
"everybodi","everybodi",1
"everyon","everyon",6
"everyth","everyth",2
"everythingwhat","everythingwhat",1
"evid","evid",1
"evil","evil",2
"ex"",","ex"",",1
"exact","exact",6
"exam","exam",1
"exam"",","exam"",",1
"exclus","exclus",7
"exclusi"",","exclusi"",",1
"excommand","excommand",1
"exit","exit",1
"exlakshwadeep","exlakshwadeep",1
"exnav","exnav",4
"exp"",","exp"",",2
"expect","expect",1
"expedit","expedit",1
"expediti","expediti",1
"experi","experi",3
"explain"",","explain"",",1
"export","export",1
"exportsimport","exportsimport",1
"expos","expos",8
"expos"",","expos"",",1
"exposedpm","exposedpm",2
"express","express",2
"exten"",","exten"",",1
"extend","extend",1
"extra","extra",1
"extraordinari","extraordinari",2
"extremist","extremist",1
"f"",","f"",",7
"fac"",","fac"",",2
"face","face",10
"facil","facil",2
"facili"",","facili"",",6
"fact","fact",12
"factori"",","factori"",",1
"factsjournalist","factsjournalist",1
"fail","fail",13
"fail"",","fail"",",1
"failur","failur",3
"fak"",","fak"",",4
"fake","fake",7
"fakenew"",","fakenew"",",3
"fall","fall",1
"fall"",","fall"",",1
"fals","fals",6
"fals"",","fals"",",2
"famili","famili",15
"famili"",","famili"",",2
"fan","fan",4
"fan"",","fan"",",2
"fantast","fantast",2
"far","far",6
"fare","fare",1
"farm","farm",1
"farmer","farmer",34
"farmer"",","farmer"",",1
"fast","fast",2
"fatal","fatal",1
"father","father",16
"father"",","father"",",1
"fatigu","fatigu",1
"fattu"",","fattu"",",1
"favor","favor",4
"favour","favour",7
"favourit","favourit",34
"fear","fear",9
"featur","featur",4
"februari","februari",1
"feel","feel",16
"feel"",","feel"",",1
"feet","feet",20
"fellow","fellow",10
"felt","felt",1
"femal","femal",3
"fetch","fetch",1
"fiercest","fiercest",2
"fight","fight",5
"file","file",3
"filthi","filthi",4
"final","final",2
"financi","financi",6
"find","find",46
"finger"",","finger"",",1
"finishedgood","finishedgood",1
"fire","fire",1
"firefight","firefight",1
"firm","firm",1
"first","first",7
"fiscal","fiscal",1
"fish","fish",1
"fit","fit",1
"five","five",1
"fix","fix",1
"flag","flag",2
"flat","flat",3
"flaw","flaw",1
"flight","flight",4
"flyover","flyover",1
"fo"",","fo"",",5
"focus","focus",1
"folk","folk",1
"follow","follow",2
"font","font",1
"food","food",1
"fool","fool",2
"foolish","foolish",2
"forc","forc",11
"ford","ford",1
"forefath","forefath",1
"foreign","foreign",20
"forens","forens",2
"forest","forest",1
"forgeri","forgeri",1
"forget","forget",3
"forgot","forgot",3
"form","form",3
"former","former",2
"fortun","fortun",1
"forum"",","forum"",",1
"forumlaaalo","forumlaaalo",1
"forward","forward",17
"foto","foto",1
"found","found",3
"foundationfound","foundationfound",1
"foundon","foundon",1
"fr"",","fr"",",1
"fractur","fractur",1
"frank","frank",1
"fraud","fraud",3
"free","free",1
"freebi"",","freebi"",",1
"freedom","freedom",4
"freedom"",","freedom"",",1
"fresh","fresh",1
"friend","friend",5
"friend"",","friend"",",2
"frm","frm",1
"front","front",3
"frustrat","frustrat",1
"ful"",","ful"",",1
"fulfil","fulfil",1
"full","full",7
"fulli","fulli",1
"fun","fun",1
"function","function",1
"fur"",","fur"",",1
"futur","futur",4
"futureplzz","futureplzz",1
"g"",","g"",",6
"gabbard","gabbard",2
"gain","gain",2
"galaxi"",","galaxi"",",2
"game","game",9
"gandhi","gandhi",56
"gandhi"",","gandhi"",",2
"gandhif","gandhif",1
"gandhiji","gandhiji",4
"gangaram","gangaram",2
"gangster"",","gangster"",",1
"gareeb","gareeb",1
"garner","garner",3
"gas","gas",34
"gate","gate",1
"gaur","gaur",11
"gaur"",","gaur"",",1
"gautamgambhir","gautamgambhir",1
"gave","gave",2
"gay"",","gay"",",1
"gaya"",","gaya"",",1
"gdp","gdp",4
"gdp"",","gdp"",",1
"ge"",","ge"",",3
"generat","generat",1
"generat"",","generat"",",1
"genocid","genocid",3
"genocid"",","genocid"",",1
"get","get",27
"ghani","ghani",1
"ghar","ghar",1
"ghar"",","ghar"",",1
"gibberish","gibberish",1
"girl","girl",4
"gita","gita",1
"giv"",","giv"",",1
"give","give",34
"give"",","give"",",2
"given","given",6
"gl"",","gl"",",1
"glad","glad",1
"glimps","glimps",69
"glitter","glitter",1
"global","global",14
"glocal","glocal",1
"glocalmedicalcolleg"",","glocalmedicalcolleg"",",1
"gm"",","gm"",",1
"gmccallforhelpglocalmedicalcolleg"",","gmccallforhelpglocalmedicalcolleg"",",1
"gn"",","gn"",",1
"go"",","go"",",1
"goa","goa",10
"goa"",","goa"",",1
"goagoamin","goagoamin",1
"goam"",","goam"",",1
"goamin","goamin",21
"goamin"",","goamin"",",8
"goamini"",","goamini"",",1
"goamn","goamn",1
"goan","goan",2
"goarestartgoamin","goarestartgoamin",1
"god","god",4
"godhra","godhra",1
"godra","godra",1
"goe","goe",96
"goi","goi",1
"goin"",","goin"",",33
"gold"",","gold"",",1
"gonad"",","gonad"",",1
"gone","gone",2
"good","good",48
"good"",","good"",",1
"got","got",2
"got"",","got"",",1
"gotten","gotten",1
"gov"",","gov"",",1
"govern","govern",50
"govern"",","govern"",",1
"governm"",","governm"",",1
"governmen"",","governmen"",",34
"govt","govt",43
"govt"",","govt"",",6
"grammar"",","grammar"",",1
"great","great",23
"greater","greater",1
"grief","grief",8
"gross","gross",5
"ground","ground",11
"ground"",","ground"",",1
"group","group",1
"groupmanoj","groupmanoj",1
"grous","grous",4
"grow","grow",4
"gst","gst",2
"gstloot","gstloot",1
"guard","guard",1
"guilt","guilt",1
"gujarat","gujarat",7
"gujarati","gujarati",4
"gujaratriot","gujaratriot",1
"gujrat","gujrat",2
"gujrat"",","gujrat"",",1
"gun","gun",10
"gurgaon","gurgaon",1
"gurudev","gurudev",4
"gurus","gurus",1
"gut","gut",2
"guy","guy",3
"h"",","h"",",7
"ha"",","ha"",",2
"hai","hai",4
"hai"",","hai"",",3
"hail","hail",1
"haimodi","haimodi",2
"hain","hain",1
"halat","halat",1
"halt","halt",1
"hand","hand",3
"hang","hang",4
"hangov"",","hangov"",",1
"hap"",","hap"",",1
"happ"",","happ"",",1
"happen","happen",16
"happen"",","happen"",",5
"happi","happi",3
"happili","happili",1
"harass","harass",8
"hard","hard",2
"hard"",","hard"",",1
"harder","harder",1
"hari","hari",1
"harmoni","harmoni",3
"harri","harri",1
"haryana","haryana",49
"hate","hate",13
"hatr","hatr",1
"haunt","haunt",1
"hav"",","hav"",",1
"havemodi","havemodi",1
"havent","havent",1
"hbs","hbs",8
"hea"",","hea"",",1
"head","head",3
"heading","heading",1
"headlin","headlin",3
"headlin"",","headlin"",",1
"health","health",1
"hear","hear",7
"heard","heard",4
"heart","heart",3
"heartless","heartless",1
"hei","hei",1
"held","held",1
"hell","hell",1
"hellbent","hellbent",1
"helmet","helmet",2
"helmetsay","helmetsay",1
"help","help",18
"help"",","help"",",2
"helpless","helpless",2
"helplin","helplin",1
"hero","hero",4
"hero"",","hero"",",1
"hes","hes",2
"hi"",","hi"",",2
"high","high",4
"high"",","high"",",1
"hike"",","hike"",",9
"hillari","hillari",1
"hilter","hilter",1
"himach","himach",16
"hind"",","hind"",",1
"hindi","hindi",35
"hindranc","hindranc",4
"hindu","hindu",10
"hinduism","hinduism",6
"hinduphobia","hinduphobia",7
"hindus","hindus",3
"hindus"",","hindus"",",3
"hindustan"",","hindustan"",",1
"hindutva","hindutva",6
"histor","histor",1
"histori","histori",2
"hit","hit",6
"hitler","hitler",5
"ho"",","ho"",",1
"hobbi","hobbi",1
"hold","hold",2
"holi","holi",8
"holiday","holiday",4
"holiday"",","holiday"",",33
"holist","holist",2
"home","home",11
"homebuy","homebuy",10
"homebuy"",","homebuy"",",1
"homebuyersbut","homebuyersbut",1
"homebuyersidbi","homebuyersidbi",2
"homeless"",","homeless"",",1
"homesw","homesw",1
"hon","hon",2
"hone","hone",1
"honest","honest",3
"hong"",","hong"",",1
"honour","honour",5
"honourfor","honourfor",3
"hope","hope",4
"hornstariff","hornstariff",1
"horrendus","horrendus",2
"hoshiarpur","hoshiarpur",86
"hospit"",","hospit"",",1
"host","host",1
"hostil","hostil",1
"hot","hot",1
"hou"",","hou"",",1
"hound","hound",3
"hour","hour",4
"houri"",","houri"",",1
"hous","hous",3
"howrahamadabad","howrahamadabad",1
"hpm","hpm",1
"ht"",","ht"",",3
"hua","hua",39
"huagujarat","huagujarat",33
"huatohua","huatohua",1
"huatohuacongresss","huatohuacongresss",2
"hug","hug",1
"human","human",5
"humbl","humbl",2
"humil","humil",1
"humour","humour",1
"hurdl"",","hurdl"",",1
"hurt","hurt",1
"huuu"",","huuu"",",1
"huuuu","huuuu",1
"ian","ian",3
"ibbi","ibbi",2
"ibc","ibc",4
"icon","icon",1
"idbi","idbi",12
"idea","idea",6
"ideal","ideal",5
"identifi","identifi",2
"ideolog","ideolog",2
"idl","idl",1
"ignor","ignor",3
"iip","iip",1
"illeg","illeg",1
"illiter","illiter",1
"im"",","im"",",3
"imag","imag",1
"imag"",","imag"",",1
"imagin","imagin",42
"imam","imam",5
"imbal","imbal",1
"immatur","immatur",1
"immedi","immedi",1
"immens","immens",11
"immers","immers",1
"imp","imp",1
"implement","implement",1
"import","import",6
"impos","impos",5
"impropersenio"",","impropersenio"",",1
"improv","improv",1
"imprument","imprument",1
"imran","imran",1
"inaccur","inaccur",2
"inbuilt","inbuilt",1
"inch","inch",1
"inch"",","inch"",",1
"incid","incid",1
"includ","includ",4
"incom","incom",1
"incr"",","incr"",",5
"increas","increas",3
"increas"",","increas"",",1
"incred","incred",6
"ind"",","ind"",",1
"independ","independ",1
"indi"",","indi"",",1
"india","india",117
"india"",","india"",",20
"indiahappi","indiahappi",1
"indialet","indialet",1
"indian","indian",56
"indian"",","indian"",",2
"indianarmi","indianarmi",1
"indiannavi","indiannavi",1
"indiasaturdaythought","indiasaturdaythought",1
"indiaso","indiaso",1
"indiath","indiath",1
"indiaus","indiaus",1
"indira","indira",1
"industri","industri",3
"ineffici","ineffici",2
"inflat","inflat",1
"inflict","inflict",1
"influenti","influenti",2
"inform","inform",1
"inform"",","inform"",",1
"infra","infra",8
"inher"",","inher"",",4
"initi","initi",1
"injustic","injustic",1
"innoc","innoc",8
"innoc"",","innoc"",",1
"innov"",","innov"",",1
"innuour","innuour",1
"insan","insan",1
"insert","insert",1
"insid","insid",1
"inspir","inspir",1
"instal","instal",1
"instant","instant",1
"institut"",","institut"",",1
"instruct","instruct",2
"insult"",","insult"",",1
"insviraat","insviraat",2
"insviratpm","insviratpm",5
"int","int",1
"int"",","int"",",1
"integr","integr",1
"intellect","intellect",1
"intellectu","intellectu",1
"intelligentsia","intelligentsia",1
"intend","intend",1
"intens","intens",1
"intent","intent",6
"inter","inter",1
"inter"",","inter"",",1
"interest","interest",5
"interf","interf",4
"interfer","interfer",1
"intern","intern",13
"interven"",","interven"",",1
"intervent","intervent",3
"interview","interview",30
"interview"",","interview"",",1
"intoler","intoler",1
"introspec"",","introspec"",",1
"introspect"",","introspect"",",1
"invalu","invalu",1
"invent","invent",1
"inventori","inventori",2
"invest","invest",1
"investig","investig",2
"invit","invit",2
"invit"",","invit"",",1
"involv","involv",2
"ipd","ipd",1
"iran","iran",1
"iron","iron",1
"irp","irp",5
"irp"",","irp"",",1
"irrespect","irrespect",1
"irrespons","irrespons",1
"irrit","irrit",2
"isdst","isdst",1
"islam"",","islam"",",7
"islamist","islamist",9
"island","island",2
"isnt"",","isnt"",",2
"isola"",","isola"",",1
"isp"",","isp"",",1
"iss","iss",1
"issu","issu",19
"issu"",","issu"",",2
"istan"",","istan"",",3
"itna","itna",1
"itni","itni",1
"itsl","itsl",1
"j"",","j"",",2
"ja"",","ja"",",1
"jagdish","jagdish",1
"jai","jai",1
"jai"",","jai"",",1
"jail","jail",1
"jail"",","jail"",",1
"jailab"",","jailab"",",1
"jailabov"",","jailabov"",",1
"jampk","jampk",1
"jan","jan",1
"jantar","jantar",2
"japan","japan",1
"jat"",","jat"",",1
"jaunpur","jaunpur",7
"javdekar","javdekar",1
"jayapur","jayapur",4
"jaype","jaype",14
"jee","jee",2
"jew","jew",1
"jhi","jhi",2
"jhjff"",","jhjff"",",1
"ji"",","ji"",",2
"jiamp","jiamp",1
"jiask","jiask",1
"jii"",","jii"",",1
"jis","jis",2
"jiso","jiso",1
"jiwish","jiwish",1
"job","job",16
"jobless","jobless",1
"jobsnot","jobsnot",1
"join","join",4
"joke"",","joke"",",1
"joker"",","joker"",",1
"joomla","joomla",1
"journa"",","journa"",",1
"journal","journal",1
"journal"",","journal"",",2
"journalist","journalist",5
"journey","journey",2
"journo","journo",1
"journoscolumnistsamp","journoscolumnistsamp",1
"joy","joy",1
"judg","judg",1
"judg"",","judg"",",1
"judgemen"",","judgemen"",",1
"judgement","judgement",2
"judiciari","judiciari",1
"juli","juli",1
"jumbo","jumbo",1
"junagadh","junagadh",1
"jus"",","jus"",",1
"just","just",19
"justic","justic",9
"justiceit","justiceit",1
"justifi","justifi",7
"justifi"",","justifi"",",1
"kailash","kailash",1
"kais","kais",1
"kamalnath","kamalnath",1
"kamra","kamra",1
"kanthi","kanthi",4
"karlo"",","karlo"",",1
"karnataka","karnataka",3
"kashmir","kashmir",1
"kashmiri","kashmiri",1
"kaurava"",","kaurava"",",1
"kavacha","kavacha",1
"ke"",","ke"",",1
"keep","keep",17
"kej"",","kej"",",1
"kejr"",","kejr"",",1
"kejriw"",","kejriw"",",1
"khan"",","khan"",",1
"khatri","khatri",1
"khuchari","khuchari",1
"khud","khud",1
"ki"",","ki"",",12
"kick","kick",1
"kick"",","kick"",",1
"kid","kid",1
"kill","kill",6
"kimar","kimar",1
"kimaya","kimaya",12
"kind","kind",8
"kind"",","kind"",",1
"king","king",19
"kisan","kisan",1
"kiss","kiss",1
"kneeschina","kneeschina",1
"kno"",","kno"",",1
"know","know",28
"know"",","know"",",2
"knowledg","knowledg",1
"known","known",11
"koi","koi",1
"kolkata","kolkata",4
"kolkatamor","kolkatamor",1
"kon","kon",1
"krishna","krishna",2
"kuch","kuch",3
"kuchbhihosaktahai","kuchbhihosaktahai",1
"kudo","kudo",2
"kumbh","kumbh",7
"kunal","kunal",1
"kyun"",","kyun"",",1
"l"",","l"",",3
"la"",","la"",",4
"label","label",1
"label"",","label"",",1
"lac","lac",2
"ladi","ladi",1
"ladna","ladna",1
"lakh","lakh",7
"lakshadweep","lakshadweep",6
"lal","lal",1
"lalkrishnaadvani"",","lalkrishnaadvani"",",1
"land","land",3
"langu"",","langu"",",1
"languag","languag",2
"language","language",1
"lannist","lannist",4
"lantern","lantern",1
"lao"",","lao"",",1
"lap","lap",2
"lap"",","lap"",",1
"larg","larg",9
"larger","larger",1
"largest","largest",2
"laser","laser",9
"lassi","lassi",1
"last","last",18
"late","late",3
"latest","latest",12
"latest"",","latest"",",2
"laughabl","laughabl",1
"law","law",11
"lawyer","lawyer",1
"laxman","laxman",33
"lay","lay",1
"lead","lead",4
"lead"",","lead"",",1
"leader","leader",47
"leader"",","leader"",",2
"leadership","leadership",3
"leadership"",","leadership"",",2
"learn","learn",6
"least","least",3
"least"",","least"",",2
"leav","leav",1
"leav"",","leav"",",1
"led","led",4
"left","left",18
"left"",","left"",",9
"leftist","leftist",1
"leg","leg",1
"legend","legend",7
"legitim","legitim",1
"lego","lego",1
"leisur","leisur",1
"lend"",","lend"",",1
"length","length",21
"less","less",3
"lesson","lesson",3
"let","let",5
"let"",","let"",",1
"level"",","level"",",1
"levelin","levelin",1
"li"",","li"",",2
"liar","liar",3
"liberandosthat","liberandosthat",1
"lie","lie",13
"lie"",","lie"",",1
"lier","lier",1
"life","life",19
"life"",","life"",",3
"light","light",1
"like","like",60
"like"",","like"",",21
"line","line",2
"link","link",1
"list","list",3
"list(author","list(author",1
"list(content","list(content",1
"list(sec","list(sec",1
"listen","listen",1
"littl","littl",2
"live","live",10
"livelihood","livelihood",6
"livesavekarnatakaminingdep"",","livesavekarnatakaminingdep"",",1
"liy","liy",1
"lo"",","lo"",",1
"loan","loan",34
"local","local",5
"logic"",","logic"",",1
"lohia","lohia",1
"lok","lok",2
"loksab"",","loksab"",",2
"loksabhael"",","loksabhael"",",1
"loksabhaelect"",","loksabhaelect"",",2
"lol","lol",1
"lol"",","lol"",",1
"long","long",46
"loo"",","loo"",",2
"look","look",17
"look"",","look"",",2
"loom","loom",1
"loos","loos",1
"loos"",","loos"",",1
"loot","loot",25
"loot"",","loot"",",1
"lord","lord",1
"lose","lose",2
"loss","loss",1
"lost","lost",1
"lot","lot",5
"loutera"",","loutera"",",1
"love","love",8
"love"",","love"",",9
"low","low",1
"lramdasretd","lramdasretd",1
"luck","luck",1
"luggag","luggag",1
"luggag"",","luggag"",",1
"lutyen","lutyen",2
"lutyen"",","lutyen"",",1
"m"",","m"",",1
"ma"",","ma"",",7
"machin","machin",2
"macho","macho",1
"mad"",","mad"",",1
"madam","madam",1
"made","made",83
"mag","mag",1
"magazin","magazin",52
"magazin"",","magazin"",",19
"magazinedont","magazinedont",1
"magazineleftist","magazineleftist",1
"magzin","magzin",1
"mahanagar","mahanagar",1
"mahatma","mahatma",1
"mai","mai",1
"maidan","maidan",1
"main","main",4
"mainbhiberozgar","mainbhiberozgar",1
"major","major",6
"major"",","major"",",2
"majoritymodi","majoritymodi",1
"mak"",","mak"",",1
"make","make",23
"makeinindia"",","makeinindia"",",1
"makong","makong",1
"mam","mam",2
"mamata","mamata",2
"mamta","mamta",2
"man","man",20
"man"",","man"",",2
"manag","manag",73
"mandat","mandat",7
"mandatori","mandatori",4
"mandi","mandi",16
"mandir","mandir",1
"mandir"",","mandir"",",1
"manduadih","manduadih",6
"maneuv","maneuv",1
"manga","manga",1
"mani","mani",80
"mani"",","mani"",",1
"manifesto","manifesto",2
"manipul","manipul",4
"manishanka"",","manishanka"",",1
"manmohansingh","manmohansingh",1
"mannkibaat","mannkibaat",1
"manoj","manoj",5
"mantar","mantar",2
"mantra","mantra",1
"manu","manu",1
"manufactur","manufactur",1
"map","map",1
"march","march",1
"marega","marega",1
"maritim","maritim",1
"market","market",1
"marri","marri",2
"martyr","martyr",2
"marxist"",","marxist"",",72
"masjid","masjid",1
"maska","maska",1
"mass","mass",1
"massacr"",","massacr"",",1
"master","master",2
"master"",","master"",",1
"masterstrok","masterstrok",5
"mat"",","mat"",",1
"mathurapur","mathurapur",4
"matt"",","matt"",",1
"matter","matter",45
"maturecomb","maturecomb",1
"maut","maut",2
"maximum","maximum",3
"may","may",21
"may"",","may"",",4
"mayor","mayor",2
"mayorbmc"",","mayorbmc"",",2
"mday","mday",1
"mean","mean",11
"meant","meant",35
"meboth","meboth",5
"media","media",26
"media"",","media"",",9
"mediat","mediat",1
"medic","medic",4
"meet","meet",3
"meet"",","meet"",",1
"megrat","megrat",9
"mehangai","mehangai",1
"member","member",2
"memori","memori",1
"mental","mental",6
"mention","mention",2
"mere","mere",3
"messag","messag",4
"messiah","messiah",1
"met","met",9
"meta","meta",1
"metia","metia",1
"middl","middl",1
"might","might",4
"migrat","migrat",1
"milk","milk",1
"millennium","millennium",1
"min","min",1
"mind","mind",95
"mind"",","mind"",",1
"mine","mine",12
"mine"",","mine"",",2
"miningindustri","miningindustri",1
"minist","minist",18
"minist"",","minist"",",1
"minor"",","minor"",",3
"minut","minut",1
"miracl","miracl",1
"misde"",","misde"",",1
"misogynist","misogynist",4
"miss","miss",9
"miss"",","miss"",",2
"missionari","missionari",73
"mist","mist",1
"mistak"",","mistak"",",1
"misus","misus",8
"mithroon","mithroon",1
"mla","mla",1
"mlc","mlc",1
"mmdr","mmdr",1
"mms","mms",2
"mmsas","mmsas",1
"mo"",","mo"",",1
"mob"",","mob"",",1
"mobil","mobil",2
"mode","mode",1
"modern","modern",1
"modi","modi",88
"modi"",","modi"",",6
"modiagain"",","modiagain"",",1
"modicrushespak","modicrushespak",3
"modif","modif",1
"modih","modih",1
